,address,business_id,city,latitude,longitude,name,postal_code,review_count,stars,state
6441,2000 Industrial Rd,wcLX8aToZJF4AR-qkpI2Ag,Las Vegas,36.147817,-115.1625518,Presidential Limousine,89102,466,4.0,NV
6442,5522 N 132nd Dr,PJoFqIDhuKNYjAOmXnVbPA,Litchfield Park,33.5171350912,-112.344890135,Bar-B-Clean,85340,3,3.5,AZ
6443,"14515 W Grand Ave, Ste 124",ExPSmEKh_Kc2-klrRWZbZQ,Surprise,33.6538166,-112.372603,Deno's Pizza,85374,33,3.5,AZ
6444,998 Boulevard Saint-Laurent,_veMnI2403AY6VhFTokEqA,Montréal,45.5077151,-73.5593791,Vacances Sinorama,H2Z 9Y9,4,2.5,QC
6445,10777 Northfield Rd,jkicNu9xyZhsAOuDqbgDVQ,Northfield,41.3482964863,-81.5245577481,Hard Rock Rocksino Northfield Park,44067,108,3.5,OH
6446,1027 Munroe Falls Ave,wRjB3cQ5yB6193QpXsi2ww,Cuyahoga Falls,41.1403713,-81.4685729,"Gone Fishin' Bait and Tackle, LLC.",44221,4,3.5,OH
6447,,ArEvcch9w2d8LJSQjEosqA,Toronto,43.7063972,-79.309937,Koket Design,M4B,4,5.0,ON
6448,352 Castlehill,Q0fcX_1wvdmffqEPa246rg,Edinburgh,55.9487885,-3.1956276,The Witchery By The Castle,EH1 2NF,179,3.5,EDH
6449,6844 Scarlet Flax St,jjKLooSEYd0DlyCNCP7B7Q,Las Vegas,36.0639075,-115.2940141,Red Valley Media Group,89148,4,5.0,NV
6450,214 Dalry Road,Yid1IWRGWJw1qIHPsmUXaQ,Edinburgh,55.940561,-3.2244253,B&D's Kitchen,EH11 2ES,8,5.0,MLN
6451,,KBDpnzJl6VkgM0VyOGYkMQ,Phoenix,33.4962205,-111.9641728,A Dog's Life Photography,85018,3,5.0,AZ
6452,1733 E Charleston Blvd,xqWx-D0sT5cevkULWJy6xA,Las Vegas,36.1592347,-115.1262515,Macayo Vegas,89104,4,4.0,NV
6453,"951 Market St, Ste 103",J7sBMc7eJcSH_CnYgTYv0A,Fort Mill,35.0283185,-80.9674655,Baxter Village,29708,12,4.5,SC
6454,Muirfield,DczLkl92PgyaLgBJuuYQ_w,Gullane,56.0422642731,-2.8194612769000003,Greywalls Hotel,EH31 2EG,4,4.0,ELN
6455,68 Gloucester St,bLNbyxYP9WFZ2K-kt7tmTQ,Toronto,43.6674131,-79.3821243,Victoria's Mansion,M4Y 1L5,6,4.5,ON
6456,6301 Silver Dart Drive,0DCMSaBACyudY-QSKt7vGg,Mississauga,43.6884002,-79.6218483,U.S. Customs and Border Protection,L4W 1S9,15,2.5,ON
6457,3850 S Paradise Rd,xC6gFlppuLaFUoNlZqniEA,Las Vegas,36.119722,-115.154155,Fairfield Inn Marriott,89169,52,3.0,NV
6458,,2x7wI6CrxO2N_DbwsBtr5A,Boulder City,36.0124,-114.742,Hoover Dam Bridge,89005,59,4.5,NV
6459,860 College Street,y-g76lPfb4E5LdKVxFF0RQ,Toronto,43.6542966,-79.4237633,Track & Field Bar,M6H 1A2,36,4.5,ON
6460,9393 Kinsman Rd,8VkQczMIBUoaOgrTMOxAfA,Novelty,41.4629704,-81.307691,Wiegands Lake Park,44072,4,5.0,OH
6461,2117 Avenue Mont-Royal Est,IxthHWpZgpdt72uOUWPgaQ,Montréal,45.5354211,-73.5722255,La Fromagerie Hamel,H2H 1J9,8,5.0,QC
6462,,tz9o5EszOW6EETIMoUifmg,Las Vegas,36.0457187,-115.3133908,Exceed Photography,89178,4,5.0,NV
6463,7001 Denison Ave,JJe0yIYC_M3la1Qbm9i3UQ,Cleveland,41.4614344,-81.7361375,Sachsenheim Hall,44102,45,4.0,OH
6464,2255 Village Walk Dr,BRoOgVHhRm8GyykUHEefTg,Henderson,36.0214246809,-115.086635873,My Gym,89052,6,3.5,NV
6465,5747 Chevrolet Blvd,6gPcuK1mTlJDb3SG7d0q7A,Parma,41.4058131,-81.7668848,6 Flavors,44130,48,4.5,OH
6466,8812 Kentucky Derby Dr,ml4tNqrkK1SGnHXbjYUodQ,Charlotte,35.2413572,-80.7103532,Five Star Limo,28215,4,4.0,NC
6467,2916 Hardrock Rd,TDV7GhJG-Ve6rs2vbjqwLQ,Fitchburg,43.0126536742,-89.4783720374,Staybridge Suites Madison - Fitchburg,53719,3,5.0,WI
6468,500 W Miller Ave,YCS49-YcobSdLAM0A7c_IQ,North Las Vegas,36.2018248,-115.1444539,Aloha Vegas,89030,3,1.0,NV
6469,32975 Aurora Rd,JSd5CfN1nlokB1tQCc4d4Q,Solon,41.386516,-81.444644,Mama Jo's Pizza & Wings,44139,12,3.0,OH
6470,727 S 9th St,MN6HfA76VrdU4RjiGLwSug,Las Vegas,36.1590686659,-115.140538166,A Elvis Chapel,89101,42,4.5,NV
6471,3601 Brookshire Blvd,BAnkejp9fakD_S8AQBGG5Q,Charlotte,35.2611416198,-80.8776911313,Rodeway Inn,28216,3,2.5,NC
6472,795 E Tropicana Ave,OX5znBnZieT6hIJdSiTcvA,Las Vegas,36.100642,-115.146429,Grand Canyon Tour Company,89119,72,2.5,NV
6473,154 N Country Club Dr,9rCln1IgnAqDVYUXmlaY1w,Mesa,33.418815,-111.840378,5 Star BBQ & Grill,85201,25,4.0,AZ
6474,"14175 W Indian School Rd, Ste B4-146",SIG1qNPq_CTPegHlV3zsMQ,Goodyear,33.4844434,-112.364207,USA Bus Charter,85395,10,1.5,AZ
6475,1320 rue St-Antoine Ouest,NfYh8AMqbBt9yu6m7U55ww,Montréal,45.4947845,-73.5693673,HI-Montréal St-Antoine,H3C 1C2,3,3.5,QC
6476,5300 Riverside Dr,lcKMDF4Ir9D7wDSX3ZFD7w,Cleveland,41.4006391,-81.8551153,JetBlue,44135,5,4.0,OH
6477,3489 Villa Casa Ct,H683wan3nctfAL1-9SOy9Q,Brunswick,41.22793,-81.811984,Petrus Limousine,44212,7,3.5,OH
6478,"7033 E Main St, Ste 100",5zO90d5wjbKKcgBirC2Pog,Scottsdale,33.4928084,-111.9294873,Růže Cake House,85251,61,4.5,AZ
6479,3129 E McKellips Rd,LrBDBaGfONR7Kmg8sG38dA,Mesa,33.45083,-111.763286,Hacienda De Rosa's Restaurante,85213,124,3.0,AZ
6480,1225 Boulevard Saint-Laurent,03jZx8QkMxNhaRLeo6_U0Q,Montréal,45.5097848,-73.5633198,Club Soda,H2X 2S6,18,3.0,QC
6481,,YxgNGgH8Tg4ae3VBBfh0Cw,Las Vegas,36.175,-115.136389,Synchronized Sounds,,6,5.0,NV
6482,"25 Cole Street, Unit 615",AyIW_lilt8Sd6pbiADj4UQ,Toronto,43.6601526,-79.3648897,Toronto Urban Adventures,M5A 4M7,8,5.0,ON
6483,6300 W Oakey Blvd,CAyZYiMPZZfCyAkFcMjfVQ,Las Vegas,36.152235,-115.231684,Halloveen At the Magical Forest,89146,10,4.0,NV
6484,9901 W Charleston Blvd,ZzL6VEYXlSp-6pW8i27XoA,Las Vegas,36.1578718,-115.3129411,Prestige Travel & Cruises,89117,4,3.0,NV
6485,18 E Fremont St,MYD64NGYbF0n7sQZ-I4o5g,Las Vegas,36.1720753,-115.1456885,Las Vegas Club Hotel & Casino,89101,94,2.0,NV
6486,"75 Mulock Dr, Box 150",SPqOOa24Akl-0YPzFvFn_Q,Newmarket,44.036933,-79.473096,Newmarket Honda,L3Y 4W3,5,4.0,ON
6487,,g9pHg7GCVoftEh2F4gKO-A,Las Vegas,36.1067341,-115.0406679,Dennis Dayrit Photography,89122,3,5.0,NV
6488,911 E Morehead St,ayt7Fe37k_iQOYMw-YOqUg,Charlotte,35.2133478,-80.8435794,Big Chill,28204,9,4.0,NC
6489,"7125 E Southern Ave, Ste 101",FXPJSDOEu-AbyQOui5s6Ng,Mesa,33.3923484,-111.6774841,Escape Adventure,85209,36,5.0,AZ
6490,3614 Euclid Ave,sciGrO5BpZ0hB_0FIagVqg,Cleveland,41.502664,-81.6619149,University Hotel and Suites,44115,46,1.5,OH
6491,7665 Lock Way W,3dl_sFGmv9HnlttlvwLBrg,Pittsburgh,40.4852665,-79.9081962,Choderwood,15206,6,4.5,PA
6492,2220 Village Walk Dr,NSxuz0q0e-UpBGIytpj3wA,Henderson,36.022029,-115.085878,Amy's Hallmark,89012,5,3.0,NV
6493,250 Mount Lebanon Blvd.,Gd1Nhy6ffYPdXs_E50vKdQ,Pittsburgh,40.3680036,-80.0368633,Painting with a Twist,15234,6,4.5,PA
6494,"1520 South Blvd, Ste 130",8A6MITaFAjo3H8MJo7DWWw,Charlotte,35.214222,-80.8552364,Roast Beef and Rye Delicatessen,28203,12,4.0,NC
6495,3851 Northern Pike,9Ce8yPCXgi7_HFcRkBdwlA,Monroeville,40.4391396,-79.7766445,Extended Stay America - Pittsburgh - Monroeville,15146,13,2.0,PA
6496,47 De La Commune Rue W,X4rz4RgG6exo0KnREVr7AA,Montreal,45.5048366,-73.5535851,Saute-Moutons Jet Boating Montréal,H2Y 2C6,12,5.0,QC
6497,4687 Yonge St,hJrmf9xRw_tV7xNYRO9mJw,North York,43.758603,-79.41011,Enterprise Rent-A-Car,M2N 5M3,5,4.5,ON
6498,1618 W Beltline Hwy,H6Gb3P21h4e_stdjFQO9oQ,Madison,43.035492,-89.4099449,Rocky Rococo Pan Style Pizza,53713,19,2.5,WI
6499,30 Eastern Avenue,Qe3jw6so66mdOkyUHRLtXQ,Toronto,43.6533,-79.359575,Extension Room,M5A 1H5,7,4.0,ON
6500,1003 Perry Hwy,swtq8_5US4cHB1ABoY45pw,Pittsburgh,40.539435,-80.0366932,Great Hall,15237,3,3.5,PA
6501,3771 Las Vegas Blvd S,zGWUZfhxpijUFN7bfREZMg,Las Vegas,36.1040794,-115.1727677,Las Vegas Club Crawl,89109,62,2.5,NV
6502,3002 E Friess Dr,nKAxaXwbEwUgdf417oAghA,Phoenix,33.614069,-112.017437,Impact DJs,85032,11,5.0,AZ
6503,11445 E Via Linda,zL3JnWLNBUHDmvSVXybBrw,Scottsdale,33.5884153,-111.8347423,Escapes Unlimited AZ,85259,3,5.0,AZ
6504,"10860 W Charleston Blvd, Ste 130",8GBC8o-i-gWyhqN29URoyQ,Las Vegas,36.1612611,-115.3332232,AAA-Summerlin,89135,19,3.5,NV
6505,,pjCqsgJnbJM431L3aNnpxw,Charlotte,35.2146586,-80.8599193,Professional Cab Of Charlotte,28203,12,4.5,NC
6506,187 Heighbourne Road,NKoI09Z35Gwn5gdfi5HWNg,Toronto,43.7044927,-79.4070672,Simpatico Cibo e Vino,M5P 2J8,5,4.5,ON
6507,116 W Mifflin St,s913-wTSa-3repnsi2Yn_w,Madison,43.0744442,-89.3872211,Ivory Room Piano Bar,53703,66,3.5,WI
6508,3669 Avenue Coloniale Montréal,rzIEdF0V3qedf7T5loVvsA,Montréal,45.5152808,-73.5727704,Local Montreal Food Tours,H2X 2Y7,72,5.0,QC
6509,"81 Zenway Boulevard, Unit 23",wB0K8-jYl_VerkrmHboGKA,Woodbridge,43.7769542,-79.6256785,Wildcard,L4H 0S5,3,3.5,ON
6510,,kmLeyxgynQZ2U-a5JDmXKA,Cleveland,41.5000503866,-81.6744373321,Megabus,44113,9,3.0,OH
6511,5236 Ridge Rd,3buv8TziNKIxdw8iio1qYw,Parma,41.4176101685,-81.7344512939,Soza Fitness & Wellness,44129,4,5.0,OH
6512,5895 N Granite Reef Rd,pveZ6DUSaOI0mPp1LbR-ZA,Scottsdale,33.5219369,-111.8996486,Mardi Gras Costume Shop,85250,26,4.5,AZ
6513,"2nd Floor, Ocean Terminal, Leith",nRr6qtT3pMisRWwn-6pcVA,Edinburgh,55.9816255428,-3.1771257659,The Royal Yacht Britannia,EH6 6JJ,72,4.0,EDH
6514,4300 E Washington St,m4lncWtifTQkXub5jUdNzQ,Phoenix,33.448829,-111.9885167,Crowne Plaza Phoenix Airport,85034,85,3.5,AZ
6515,315 W Gorham St,sD0KNX7iHOjAUyuIs9IuRg,Madison,43.074365,-89.39176,A Room of One's Own,53703,14,4.5,WI
6516,4025 Queen City Dr,aEN7_vEltdlQp0s5XqXdog,Charlotte,35.2423319,-80.9350326,Mobility Works - Charlotte,28208,3,2.5,NC
6517,3154 West Ann Rd,vLC7Qdn0hqhg7Tk9BI_Ybw,North Las Vegas,36.262086,-115.181987,Modern Chair Rental,89031,26,5.0,NV
6518,"3201 N 38th St, Unit 22",vSxk7u_q3tpVMrKl-kKDyA,Phoenix,33.486222,-111.999382,Parker & Schmidt,85018,26,4.5,AZ
6519,,dXZMoYtaUvQFtkbiOskvKw,Litchfield Park,33.4933743,-112.3579364,Synergy602 Transportation,85340,3,4.5,AZ
6520,524 E Blvd,JeNatf2GD1PL0ZrfAmuOBw,Charlotte,35.2992228,-80.7454352,Pink Petunia,28203,3,4.0,NC
6521,,1-ArjtGW6PytvR1NEWpXqg,Phoenix,33.5636878,-112.0595603,Lacey Elliot Makeup,85020,5,5.0,AZ
6522,3531 N Las Vegas Blvd,FilKqdWl6zrFkyDMe8Gd4w,Las Vegas,36.2237719,-115.0841474,Ark Cash Car Rentals,89115,3,3.0,NV
6523,1530 N 52nd Dr,yckeKwCt1c7nXozE_sY76Q,Phoenix,33.4643534,-112.1730366,Motel 6,85043,12,2.0,AZ
6524,160 Consumers Dr,Jl0o_yv_NPlABCDW9OQwPg,Whitby,43.8685196,-78.9304313,Residence Inn Whitby,L1N 9S3,3,2.5,ON
6525,3275 Paradise Rd,aOAVrtAOpDTeA_WFtiRAOw,Las Vegas,36.1302494908,-115.155515671,Courtyard Las Vegas - Convention Center,89109,56,3.5,NV
6526,1205 Rue Labelle,hzpVCXSzplVUhv3nc-CI2Q,Montréal,45.5146051,-73.5578883,Hotel Les Suites Labelle,H2L 4C1,17,3.0,QC
6527,8950 E Talking Stick Way,E0MMAJcZ2LNZaDTvUinERA,Scottsdale,33.5403989,-111.8892201,99 Cents Only Stores,85250,8,4.5,AZ
6528,"3415 Westinghouse Blvd, Ste 9",MooYktqbn5b-5k1Z4d3_xA,Charlotte,35.1318864,-80.9635313,Cam Richards Photography,28273,3,5.0,NC
6529,"Arrowhead Crossing, 7575 W Bell Road, Space 101",yA9lR4NXtsfTqpBS9TnzUA,Peoria,33.6357461,-112.2225446,Picture People,85382,18,3.0,AZ
6530,,0QyfiIrwsCf3scxy02NPqw,Las Vegas,36.175,-115.136389,Ron Miller Photography,89136,6,4.0,NV
6531,"1350 E Flamingo Rd, Ste 3102",565NbMW3BMHxjY0cs4WhNg,Las Vegas,36.1149567,-115.1352541,Global  Exotic Destinations,89119,4,2.0,NV
6532,"170 S Green Valley Pkwy, Ste 140",Ie6Dvs2PqepbkMc3DI2Fcw,Henderson,36.0219939,-115.0826578,My Gym,89012,26,4.5,NV
6533,5757 Wayne Newton Blvd,vMW9nrFdRDgGTjY-zQOtug,Las Vegas,36.0964137169,-115.148338817,Economy Parking Mccarran Intl Airport,89119,9,3.0,NV
6534,28079 N Az Hwy 188,e2Pz5dVTVKORPsrS6_00lA,Roosevelt,33.62496,-111.202654,Burnt Corral Campground,85545,4,2.0,AZ
6535,1010 N Alma School Rd,dJ3XJFpk7TtnC0UduNOYuw,Chandler,33.3211515,-111.8597762,Boston Market,85224,38,3.5,AZ
6536,", Stoneyfield",WOL44xtvUWGILkJ_ylD41w,Inverness,57.4819705,-4.1858866,Express By Holiday Inn,IV2 6UJ,4,4.0,HLD
6537,6921 E Cave Creek Rd,_gSAOo5E2YLVwOTthI56yw,Cave Creek,33.8296204,-111.93177,Extreme Arizona,85331,25,4.0,AZ
6538,"14835 Ballantyne Village Way, Ste 140",R_epGBO7Cr1M0Ftc0JKV7w,Charlotte,35.0526071,-80.8514887,Gusto Ballantyne,28277,117,3.5,NC
6539,7380 State Rd,r2BP0Irh63hqYUDSZd0ijQ,Cleveland,41.364992,-81.7169656,Stancato's Italian Restaurant,44129,81,4.0,OH
6540,212 W Anthony Dr,1hSGeXz8tCMvi7tBkP4CTg,Champaign,40.13579,-88.24628,Red Roof Inn Champaign,61822,33,2.5,IL
6541,2038 N Country Club Dr,YPoS63RfBpMuLDyZYBmotQ,Mesa,33.4522882,-111.8405689,Little Dealer Little Prices,85201,45,2.0,AZ
6542,,UioQI1PcRmEgO9EKk9VZEA,Las Vegas,36.128561,-115.1711298,Status Las Vegas,89109,59,5.0,NV
6543,715 East Covey Ln,pInDxskIAcXxbQ5lDI-_ZQ,Phoenix,33.6781564087,-112.064861892,Rainbow Ryders Hot Air Balloon Ride,85024,60,5.0,AZ
6544,11803 North Saguaro Blvd,NSTU-w7y-c4V-G-LtVC0Wg,Fountain Hills,33.5937929,-111.7100993,Hertz Rent A Car,85268,6,4.0,AZ
6545,6465 Airport Road,78zNVM6C0Ogf_fU7J6UXnQ,Mississauga,43.6934264163,-79.6280604822,NU Hotel,L4V 1E4,6,1.0,ON
6546,,NiLXn_RbegWNiiEMT6VcBQ,Charlotte,35.1340053,-81.0202533,Walker's Transportation & Shuttle Service,28278,3,4.5,NC
6547,2320 Darwin Rd,6rs7dhOZZTKPx5_y7-ggyw,Madison,43.12963,-89.3519436,Avis Rent A Car,53704,5,1.5,WI
6548,107 Vip Dr,qq4i8j4oSyhvTW0gGff-0A,Wexford,40.6176528201,-80.0942586994,Econo Lodge,15090,3,4.0,PA
6549,7221 E Main St,8yaYAClhr8G5-St9l6T_3Q,Mesa,33.415137,-111.675027,Enterprise Rent-A-Car,85207,9,4.0,AZ
6550,500 McMillan Ave,1GcTd5Ii5fgIP2zmcbVPAA,Montréal,45.45257175,-73.7406461319,Aloft Montreal Airport,H9P 0A2,31,3.5,QC
6551,21194 Center Ridge Rd,PRgE5-842X2FH0YHPHCRYw,Rocky River,41.4613337,-81.8546606,Wine & Design,44116,6,5.0,OH
6552,1620 Rue Saint-Hubert,qADbloESalEHyt67JDChUw,Montréal,45.516644,-73.5617613,Hôtel Européenne,H2L 3Z3,4,3.0,QC
6553,"North York Moors National Park, The Green, Goathland",hMAw6C_-67QgvkGVLaErEg,Whitby,54.400141,-0.715568,Goathland Hotel,YO22 5LY,4,3.5,NYK
6554,8131 Keele Street,Rwts-MVJtyU4-3sw1gJWTQ,Vaughan,43.8094025,-79.5014078,White Castle Banquet & Event Centre,L1K 1Z2,3,3.5,ON
6555,"5410 E High St, Ste 105",Ca2adKUeRpDxV4YxWaUtew,Phoenix,33.6759107,-111.9644412,Pinspiration,85054,49,4.5,AZ
6556,9000 Aviation Blvd NW,y-p9tYIFPv_dSF_wnj0JGA,Concord,35.386591,-80.713105,Concord Regional Airport,28027,30,3.5,NC
6557,710 Yorkmont Rd.,u1EdUimhxn3Bqo-CxtPQMQ,Charlotte,35.180858,-80.89263,Extended Stay America - Charlotte - Airport,28217,18,2.0,NC
6558,1360 E 9th St,rxaxR6lJTYKabKCEN_oa9g,Cleveland,41.5034489,-81.6900778,Good To Go,44114,4,5.0,OH
6559,3500 Paradise Rd,y_3IkHGoSkZlAqdkrMG-1w,Las Vegas,36.125652,-115.153687,Mardi Gras Hotel & Casino,89169,236,2.0,NV
6560,,866N3MiiensQAWZcYD0-NA,Goodyear,33.3602393,-112.4053046,Alexandra Queen Photography,85338,3,5.0,AZ
6561,10407 Parkview Mountain Ave,od-ZwA3eAlAZV9vy99P2Qg,Las Vegas,36.3009897,-115.3220181,The Amberlight Collective,89166,9,5.0,NV
6562,,XSLDDubcYa5TD7Kuu94MOg,Mesa,33.4329528,-111.8449346,KT Sound Productions,85201,4,5.0,AZ
6563,,mkEeRaPHBotGn8-CDBdAYw,Phoenix,33.455435,-111.967457,William McKee Photography,85008,3,5.0,AZ
6564,"3000 Cahill Main, Ste 116",xMgnhWL_McsnRXmbsRIJTA,Fitchburg,43.0185917,-89.4225261,Sue's Hallmark Shop,53711,4,3.0,WI
6565,3001 Lebanon Church Rd,9hSqfyIrYXsr2WZoLaTV5A,West Mifflin,40.3503957,-79.9269821,Voyager Jet Center,15122,3,4.5,PA
6566,14526 Detroit Ave,UhskWOxPc442p9xpi0f6CQ,Lakewood,41.4854691,-81.7966128,Its A Party,44107,4,2.5,OH
6567,9455 N Black Canyon Hwy,CSc_152hwhSHIzto8tLJ7w,Phoenix,33.5729966,-112.114685,Econo Lodge at Metro Center,85021,4,1.5,AZ
6568,1000 Airport Blvd,_4SL_U-lS27l8mH4gU6Qjg,Pittsburgh,40.4957465,-80.256206,Southern Airways Express,15231,4,4.0,PA
6569,461 Clairton Blvd,XxnJZbFBJ8BKPg0_4eJdAA,Pleasant Hills,40.33504254,-79.94646743,Chick-fil-A,15236,6,3.5,PA
6570,1825 Lorain Blvd,YgLKhqyqSr_jpk9zAb7OOQ,Elyria,41.3943195,-82.1155952,Mr. D's Bar & Grille,44035,4,4.0,OH
6571,4975 S Dean Martin Dr,sjpYOSE-cK0h-XI7XooLTQ,Las Vegas,36.0996696536,-115.183308243,Hampton Inn Tropicana,89118,120,3.5,NV
6572,6322 E Superstition Springs Blvd,_woMtztfcenCXKX4FLnnow,Mesa,33.390267,-111.69646,Enterprise Rent-A-Car,85206,29,3.0,AZ
6573,97 rue De La Commune E,TpOAC_4o5x_0thG0JeF_AA,Montréal,45.5063931,-73.5527946,Auberge Du Vieux Port,H2Y 1J1,39,4.5,QC
6574,1919 S Gilbert Rd,4byJn6eBAZmkPO8A8Vtxlw,Mesa,33.3801732,-111.7876865,Einstein Bros,85204,51,2.5,AZ
6575,"2323 E Magnolia St, Ste 118",dZ1HqSFqksFbOA6dNw-ewg,Phoenix,33.4219943,-112.032577,Carefree Events,85034,3,5.0,AZ
6576,4121 Main St,2099abC1lsypFGDJVG5uIQ,Pittsburgh,40.465294,-79.9543209,4121 Main,15224,29,4.5,PA
6577,803 State St,RxacBKbziwvC5afDcZS5zg,Madison,43.0746989519,-89.3992268386,The University Club,53703,9,4.0,WI
6578,14700 N Frank Lloyd Wright Blvd,JS9BQFWeUu8j0JSLW0nMEQ,Scottsdale,33.4944525111,-111.923904419,Sw Limo of Scottsdale,85260,20,4.0,AZ
6579,,JEs3sXyQu2GlP_aooyymZw,North Las Vegas,36.2608162,-115.1711298,The Chuck Wagon Catering Truck,89031,6,3.5,NV
6580,5711 W Washington St,AyDUJVjlvynC3z7BYbwz9g,Phoenix,33.4473922582,-112.183497729,Shade 'n Net,85043,5,4.0,AZ
6581,"Wyndham Stuttgart Airport Messe, Flughafenstr. 51",5_657xsbotTBYM1KpJpWkw,Stuttgart,48.6927,9.19414,Franke Brasserie Bar & Lounge,70629,5,2.0,BW
6582,2200 W Main St,-uc_eHCmtUqVlDNuLNYU4A,Mesa,33.414983,-111.8793438,Del Rio Lodge,85201,5,3.5,AZ
6583,"401 Hawthorne Ln, Ste 103",LgFl8e8mEh6A7ZWw9IkOJQ,Charlotte,35.2161204053,-80.8220622102,Southern Blossom Florist,28204,6,3.5,NC
6584,"130 Montrose West Ave, Bldg B",YVGnDEeOYWBAJNccL3BRHg,Copley,41.1314117,-81.6543621,Super 8 Copley Akron,44321,7,3.5,OH
6585,5171 Brecksville Rd,CLlNCBFv7q5KKZyTBhZ1iw,Richfield,41.2750078,-81.6263579,Holiday Inn Express & Suites Cleveland-Richfield,44286,11,3.0,OH
6586,71 W Boston St,ZmlxUuz_PUSQG4NzQdk3dA,Chandler,33.302012,-111.842334,Yes I do Bridal,85225,24,5.0,AZ
6587,,8WJL1jTch_BprRRzEwfrSQ,Tempe,33.3363836,-111.9343636,ACT Security,85284,3,4.5,AZ
6588,,vjAZfDIMsuuJufYolPsW6A,Chandler,33.3260297,-111.8747445,Karaoke Sing A Long Sytems,85224,8,5.0,AZ
6589,"3172 North Rainbow Blvd, Ste 1114",q4ke_6h9lQf102bl0iBDCg,Las Vegas,36.2175786,-115.2409033,Mike L. Photography,89084,3,5.0,NV
6590,917 S 1st St,LklurWnK8agxFp6G-v1CMg,Las Vegas,36.1611295,-115.1514717,Jake's Excursions,89101,6,5.0,NV
6591,7070 Ave Henri Julien,dfU5VdSvXf1RXZ9YGDIYxQ,Montréal,45.5363228,-73.6148029,Boucherie & Traiteur Prince Noir,H2R 1T1,7,4.5,QC
6592,,ItVrKVvZneLMWbmS8nn4Qg,Chandler,33.2236687,-111.8210866,Carh's Kitchen,85249,16,4.5,AZ
6593,,5LnKFdf_Y22Sh_m0ecR_qw,Gilbert,33.2774819,-111.7316557,Mort Productions,85297,8,5.0,AZ
6594,4044 Sardis Dr,jKnPVSW7MNEea7e7kzHLWg,Indian Trail,35.0660287,-80.6376271,CLT Limo Bus,28079,3,2.5,NC
6595,"3225 McLeod Dr, Ste 100",mKC0qzGy50IFb5Rp86Nv6w,Las Vegas,36.1312649,-115.1101315,Wedding DJs of Las Vegas - Bruno Productions Inc.,89121,3,5.0,NV
6596,1501 Monroe St,Dcp9djUhDx4ERv8CgZnpDg,Madison,43.067591,-89.412529,HotelRED,53711,79,4.0,WI
6597,,IFrj6I2R9tm3lWUFIGWdmA,Cleveland,41.4994954,-81.6954088,Mojo Booth Cleveland,,3,5.0,OH
6598,601 Grant St,p2Nr4d7-MS82opzRCNkbNA,Pittsburgh,40.4410816691,-79.9958344233,QDOBA Mexican Eats,15219,7,3.5,PA
6599,800 Flaugherty Run Rd,G6-ChdfKopuiUoX-sRJlpQ,Coraopolis,40.515381,-80.268534,AirMarino Airport Parking,15108,12,3.5,PA
6600,"10403 Park Rd, Ste A",OKhTTal4YB5NQurTU1vdTg,Charlotte,35.093599,-80.867239,AAA - Pineville,28210,7,5.0,NC
6601,,fIdus8eIl_nNRjNvq5mFMw,Las Vegas,36.149751,-115.0762536,Flora Pop,89104,7,4.5,NV
6602,3684 Paradise Rd,8kWUrcPJNzVsVqt0xtzrdg,Las Vegas,36.1225487,-115.1534467,Emerald Suites - Convention Center,89169,9,1.0,NV
6603,4100 Paradise Rd,ahG8XQK5Aj4kMtOrC8zfTA,Las Vegas,36.1137792,-115.1524787,Terrible's Hotel & Casino,89169,168,3.0,NV
6604,1212 Kingston Road,1w7J0Ja9SSM3V_zwYTZScQ,Toronto,43.6825279,-79.2791774,Monkey Magoo's Party & Playhouse,M1N 1P3,6,4.5,ON
6605,1055 Rue St-Laurent Ouest,ngaz2hdMVYJj6qTTEY_VJg,Longueuil,45.5246454,-73.5135364,Hotel Dauphin,J4K 1E1,11,4.5,QC
6606,795 Mondial Pkwy,-VIovoVYsiTt7-U_BNOFnw,Streetsboro,41.2500721547,-81.3660013676,Townplace Suites By Marriott,44241,12,3.5,OH
6607,5725 Atlantic Drive,-8oOxTgKC6VkE07opJyl-w,Mississauga,43.65493,-79.6370755,Universal Truck Rental,L4W 5H3,6,3.0,ON
6608,1511 S Country Club Dr,nQEPt9EOuy59pdrIUASEag,Mesa,33.3875699,-111.838829,Motel 6,85210,15,2.0,AZ
6609,"700 E Naples Dr, Ste 111",WexIGFr-I6eH4loUY6DILw,Las Vegas,36.1059999767,-115.149007643,The Locker Room,89119,16,3.5,NV
6610,"1155 W 23rd St, Ste 5B",TCEZAKfjtM7YQ5vhUltt9Q,Tempe,33.415973,-112.0481272,Roadrunner Shuttle & Limousine Service,85252,7,2.5,AZ
6611,,LDOzNzH_jcdBh6XTkEDXkw,Phoenix,33.308771,-111.921403,Hermosa Studios,85044,3,5.0,AZ
6612,100 S Las Vegas Blvd,PWFB8WyJGaFBWfcrwcn9Lw,Las Vegas,36.1690936,-115.1412277,Premier Club Tours,89101,35,4.0,NV
6613,8103 E Southern Ave,86lkyWQcdet3UK4PCAOdmg,Mesa,33.390503,-111.656034,Brentwood Southern Mobile Home Park,85209,3,3.5,AZ
6614,,wkWvrZOuDH3soD0-Wa7NEQ,Toronto,43.653226,-79.3831843,Snapz Photo Booth,M4C 3N1,5,4.5,ON
